ccn,provider,state,city,zip,address,owner,phone,nc_offer,pt_offer,ot_offer,sp_offer,ms_offer,hha_offer,certified_date,rating,certify_yrs,timely,drug_edu,fall_ck,depr_ck,flu_shot,pneu_shot,pain_ck,pain_tr,bedsore_tr,bedsore_ck,mov_rec,bed_rec,bath_rec,pain_rec,breath_rec,drug_use,er,adm,readm,re_er,er_cd,readm_cd,othr_cnt,dietn_cnt,aide_cnt,lpn_cnt,ocpt_cnt,phys_cnt,rn_cnt,scl_cnt,spch_cnt,income,male_65,female_65,lat,lng,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01003_001E,B19301_001E,county,state.1,tract
17041,ALABAMA HOMECARE,AL,VESTAVIA HILLS,35216,"100 CENTERVIEW DRIVE, SUITE 260",Proprietary,2059793180,Yes,Yes,Yes,Yes,Yes,Yes,1982-08-04 00:00:00,3.5,34,96.5,94.4,100.0,99.5,77.4,73.7,100.0,99.5,100.0,100.0,61.5,61.4,66.0,66.8,69.4,52.4,12.1,16.6,Same As Expected,Same As Expected,1,1,2.0,0.0,0.25,1.0,1.5,1.25,2.25,0.25,0.25,54805,540,826,33.4154011,-86.7961197,131,44,108,114,40,103,74,113,115,193,103,228,6349,54805,73,1,12906
17050,SPECTRUM HOME HEALTH AGENCY,AL,HUNTSVILLE,35816,"1310 PULASKI PIKE, UNIT A",Proprietary,2565394457,Yes,Yes,Yes,No,Yes,Yes,1983-10-19 00:00:00,4.0,32,80.6,100.0,100.0,98.8,86.7,92.7,100.0,98.8,100.0,98.0,82.0,68.4,77.0,75.2,65.7,61.0,20.2,8.7,Same As Expected,Same As Expected,1,1,5.0,0.0,1.0,0.0,0.2,1.5,3.0,0.2,0.0,7751,21,179,34.73775,-86.601674,0,7,0,8,6,0,9,19,8,33,23,87,3244,7751,89,1,1200
17051,AMEDISYS HOME HEALTH LAKESHORE OF BIRMINGHAM,AL,HOMEWOOD,35209,"2204 LAKESHORE DRIVE, SUITE 110",Proprietary,2058680147,Yes,Yes,Yes,Yes,Yes,Yes,1984-06-01 00:00:00,3.5,32,87.3,92.4,94.9,99.1,67.4,73.8,97.2,97.3,80.2,99.7,67.7,61.9,76.1,76.2,81.8,62.1,14.8,9.5,Same As Expected,Same As Expected,1,1,0.0,0.0,1.25,3.0,4.5,12.75,12.25,0.25,3.25,21184,112,142,33.4664033,-86.7798714,29,6,35,17,17,8,34,21,23,26,38,0,4787,21184,73,1,10704
17052,GENTIVA HEALTH SERVICES,AL,FOLEY,36535,1628 NORTH MCKENZIE STREET,Proprietary,2519433002,Yes,Yes,Yes,Yes,Yes,Yes,1984-09-20 00:00:00,4.0,31,92.4,97.7,100.0,99.4,83.8,90.8,99.8,100.0,100.0,99.1,69.7,63.4,77.4,66.8,79.7,62.7,15.2,14.5,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,1.0,1.0,3.0,5.0,0.5,0.0,23772,518,854,30.422492,-87.683178,65,139,109,91,76,38,25,135,178,215,79,222,5846,23772,3,1,11501
17055,GENTIVA HEALTH SERVICES,AL,PRATTVILLE,36066,1988 HIGHWAY 14 EAST,Proprietary,3343619806,Yes,Yes,Yes,Yes,Yes,Yes,1984-06-08 00:00:00,4.0,32,95.0,98.0,99.8,100.0,75.8,74.6,100.0,98.6,99.7,99.8,66.5,64.2,71.4,74.8,82.2,51.5,15.7,9.1,Same As Expected,Same As Expected,1,1,0.0,0.25,1.0,2.25,2.0,4.25,6.25,0.25,0.75,25559,414,608,32.4598747,-86.4367622,8,44,150,125,82,5,44,64,176,128,156,40,4272,25559,1,1,20400
17056,GENTIVA HEALTH SERVICES,AL,PIKE ROAD,36064,"11123 CHANTILLY PARKWAY, UNIT L",Proprietary,3342701151,Yes,Yes,Yes,Yes,Yes,Yes,1984-12-03 00:00:00,4.5,31,91.9,98.5,100.0,99.7,77.3,66.7,99.9,96.1,100.0,100.0,72.8,64.0,79.1,83.6,85.0,66.4,16.4,14.0,Same As Expected,Same As Expected,1,1,2.0,0.25,3.0,2.0,1.5,5.0,11.5,0.25,1.25,33815,94,236,32.353573,-86.1254311,13,44,14,12,11,0,37,40,0,79,49,31,4821,33815,101,1,5503
17058,GENTIVA HEALTH SERVICES,AL,DAPHNE,36526,"9037 INDEPENDENCE AVENUE, SUITE B",Proprietary,2516210882,Yes,Yes,Yes,Yes,Yes,Yes,1984-10-25 00:00:00,3.5,31,95.7,97.6,100.0,98.4,80.3,81.8,99.8,99.4,98.6,99.9,63.8,58.0,76.6,66.9,70.9,57.3,19.3,13.0,Same As Expected,Same As Expected,1,1,6.0,0.0,1.75,2.0,3.0,6.0,10.75,0.75,0.25,30837,363,418,30.6436928,-87.8683903,46,90,44,109,34,40,91,58,120,60,69,20,5013,30837,3,1,10704
17063,INTREPID USA HEALTHCARE SERVICES,AL,BIRMINGHAM,35226,"200 CENTURY PARK SOUTH, SUITE 116",Proprietary,2058773403,Yes,Yes,Yes,Yes,Yes,Yes,1985-12-05 00:00:00,2.5,30,77.7,74.7,97.5,97.0,54.3,63.3,99.0,94.5,96.6,95.1,67.7,59.3,69.5,66.6,59.8,60.2,21.2,12.5,Same As Expected,Same As Expected,1,1,0.0,0.0,1.5,2.25,0.0,0.0,4.0,0.0,0.0,41287,164,348,33.4165641,-86.8100132,12,33,53,40,11,15,79,37,100,66,23,43,5219,41287,73,1,14404
17066,SPRINGHILL HOME HEALTH AND HOSPICE,AL,MOBILE,36607,10 MOBILE STREET,Proprietary,2514338172,Yes,Yes,Yes,Yes,Yes,Yes,1986-02-24 00:00:00,3.0,30,96.2,98.1,99.5,99.1,57.4,59.8,99.5,99.7,99.4,98.5,62.9,53.2,70.9,64.2,60.6,52.6,17.3,9.0,Same As Expected,Same As Expected,1,1,19.67,0.0,10.97,3.0,0.05,5.39,28.37,3.13,0.02,11535,134,183,30.6890592,-88.1044702,26,59,21,0,4,24,21,30,22,40,34,36,2564,11535,97,1,2700
17067,INTREPID USA HEALTHCARE SERVICES,AL,MONTGOMERY,36106,"4141 WALL STREET, SUITE 4141",Proprietary,3342707913,Yes,Yes,Yes,Yes,Yes,Yes,1986-05-09 00:00:00,2.5,30,89.4,77.7,99.3,96.4,37.0,67.1,98.2,86.3,94.1,96.5,63.6,55.3,65.8,73.0,57.0,56.2,18.8,12.2,Same As Expected,Same As Expected,1,1,0.0,0.0,0.5,1.0,1.0,1.5,3.5,0.25,0.25,30445,314,501,32.360186,-86.233365,76,9,111,61,44,13,15,94,62,162,107,61,6427,30445,101,1,3302
17070,AMEDISYS HOME HEALTH OF CITRONELLE,AL,CITRONELLE,36522,"19375 NORTH 3RD STREET, SUITE 101",Proprietary,2518663261,Yes,Yes,Yes,Yes,Yes,Yes,1986-07-01 00:00:00,3.5,30,96.1,96.6,96.5,96.3,65.7,56.2,99.1,98.1,96.0,98.4,67.6,57.8,74.8,76.3,76.6,61.4,15.0,12.2,Same As Expected,Same As Expected,1,1,5.0,0.0,1.0,0.0,1.5,2.0,7.25,0.25,0.25,23332,254,384,31.0955119,-88.2387144,68,55,68,19,27,17,47,31,92,96,33,85,4494,23332,97,1,6000
17071,GENTIVA HEALTH SERVICES,AL,MOULTON,35650,20 ALMON DRIVE SUITE C,Proprietary,2057397800,Yes,Yes,Yes,Yes,Yes,Yes,1986-08-21 00:00:00,4.0,30,95.7,98.5,100.0,99.6,81.7,82.9,100.0,97.3,99.8,99.9,73.4,67.1,78.7,73.6,78.1,64.3,18.8,11.8,Same As Expected,Same As Expected,1,1,24.0,0.0,14.0,6.0,17.0,30.0,72.0,1.0,2.0,28580,374,585,34.5676352,-87.0282359,77,83,93,68,39,14,107,62,94,101,132,89,5224,28580,103,1,5106
17072,AMEDISYS HOME HEALTH OF GREENVILLE,AL,GREENVILLE,36037,525 GREENVILLE BYPASS,Proprietary,3343822042,Yes,Yes,Yes,No,No,Yes,1987-02-05 00:00:00,3.0,29,96.6,90.9,94.9,96.3,55.3,51.2,99.7,98.9,93.6,98.7,71.1,59.3,75.1,58.1,69.1,65.7,16.2,15.9,Same As Expected,Same As Expected,1,1,2.25,0.0,1.0,0.25,0.0,1.0,2.25,0.0,1.0,24146,102,202,31.8459456,-86.6222687,8,31,24,4,27,8,21,31,49,47,24,30,1568,24146,13,1,952800
17079,LAMAR HOME CARE INC,AL,VERNON,35592,"131 1ST AVENUE NW, SUITE B",Proprietary,2056956736,Yes,Yes,No,No,No,Yes,1990-12-21 00:00:00,2.5,25,89.1,95.7,98.9,100.0,38.0,96.6,100.0,100.0,100.0,98.3,57.2,56.8,65.4,75.9,64.7,51.2,29.4,14.1,Same As Expected,Same As Expected,1,1,0.0,0.0,1.25,0.25,0.0,0.5,2.0,0.0,0.0,20748,472,611,33.7577418,-88.1096482,28,150,72,134,57,31,36,64,171,153,63,124,5407,20748,75,1,30100
17080,DCH HOME HEALTH CARE AGENCY,AL,TUSCALOOSA,35401,1401 GREENSBORO AVENUE,Non - Profit Private,2057597010,Yes,Yes,Yes,Yes,Yes,Yes,1991-05-02 00:00:00,3.0,25,84.1,98.6,99.9,98.7,69.5,73.5,99.0,99.8,100.0,96.1,69.8,61.2,71.2,71.1,65.9,66.6,18.8,10.9,Same As Expected,Same As Expected,1,1,0.0,0.5,7.0,1.0,2.0,3.2,28.7,1.4,1.5,14350,87,211,33.201093,-87.564303,8,25,17,7,0,30,15,12,55,46,41,42,2911,14350,125,1,11600
17082,CV HOME HEALTH OF BIBB COUNTY,AL,CENTREVILLE,35042,142 PIERSON AVENUE,Proprietary,2059263211,Yes,Yes,No,No,No,Yes,1991-11-07 00:00:00,2.5,24,98.4,90.0,100.0,99.7,82.6,24.3,98.7,96.7,100.0,98.4,55.0,41.9,50.2,41.8,46.2,43.7,21.1,5.7,Same As Expected,Same As Expected,1,1,5.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,15179,564,616,32.9499663,-87.148355,89,121,184,136,10,24,70,110,94,93,162,87,8635,15179,7,1,10004
17084,GENTIVA HOME HEALTH SERVICES,AL,SELMA,36701,200 CENTRAL PARK PLACE,Proprietary,3348726637,Yes,Yes,Yes,Yes,Yes,Yes,1991-11-21 00:00:00,4.0,24,96.6,98.7,100.0,99.8,89.7,92.1,100.0,99.3,99.6,99.8,69.1,54.0,71.5,83.8,83.1,63.0,15.5,14.1,Same As Expected,Same As Expected,1,1,0.0,0.25,1.25,1.0,1.25,2.5,4.5,0.25,0.5,10605,89,97,27.9808107,-82.4593898,24,27,17,14,0,7,14,13,14,21,28,7,2472,10605,57,12,3000
17085,COOSA VALLEY HOMECARE,AL,SYLACAUGA,35150,315 WEST HICKORY STREET,Proprietary,2562080087,Yes,Yes,Yes,No,Yes,Yes,1991-12-05 00:00:00,4.0,24,97.7,93.2,100.0,99.4,42.8,68.0,100.0,100.0,100.0,100.0,75.4,79.0,77.3,85.8,80.5,75.3,15.8,14.8,Same As Expected,Same As Expected,1,1,7.0,0.0,0.5,2.5,0.5,1.0,6.0,0.5,0.0,16680,133,299,33.1644466,-86.2552042,54,14,18,14,0,33,4,59,106,43,35,52,2329,16680,121,1,11800
17086,ALABAMA HOMECARE,AL,CAMDEN,36726,319A MCWILLIAMS AVENUE,Proprietary,3346829050,Yes,Yes,No,Yes,Yes,Yes,1992-01-09 00:00:00,4.0,24,94.9,99.4,100.0,99.4,36.8,34.1,99.7,100.0,98.2,99.4,77.8,65.4,74.2,77.9,84.4,59.5,18.6,20.2,Same As Expected,Same As Expected,1,1,3.0,0.0,0.5,1.0,0.0,1.0,4.0,0.25,0.0,16401,310,511,31.9909813,-87.2905456,44,48,86,68,34,30,44,91,62,125,72,117,4788,16401,131,1,34800
17088,FAYETTE MEDICAL CENTER HOMECARE,AL,FAYETTE,35555,1653 TEMPLE AVENUE,Proprietary,2059325961,Yes,Yes,Yes,Yes,Yes,Yes,1991-12-18 00:00:00,4.0,24,99.1,99.1,100.0,100.0,55.2,52.7,100.0,99.8,100.0,100.0,68.1,66.7,79.1,79.0,74.1,56.7,17.1,13.9,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,4.0,1.2,3.2,4.7,0.2,0.2,18343,371,507,33.7075714,-87.8238317,75,75,73,27,111,10,75,54,119,62,129,68,4509,18343,57,1,20200
17089,CULLMAN REGIONAL MEDICAL CENTER HOME CARE SERVICES,AL,CULLMAN,35058,1792 ALABAMA HWY 157 NE,Non - Profit Other,2567372831,Yes,Yes,Yes,No,Yes,Yes,1992-06-11 00:00:00,3.5,24,96.7,99.2,100.0,99.7,86.7,88.6,100.0,100.0,100.0,99.5,60.1,71.6,63.8,47.4,66.9,61.7,15.1,9.7,Same As Expected,Same As Expected,1,1,3.0,0.0,2.5,0.25,1.0,3.0,8.25,1.0,0.0,22751,510,866,34.1985872,-86.8052723,76,95,116,112,30,81,40,138,146,194,161,187,6401,22751,43,1,964900
17091,HALE COUNTY HOSPITAL HOME HEALTH,AL,GREENSBORO,36744,506 GREENE STREET,Government - State/ County,3346243066,Yes,Yes,Yes,Yes,No,Yes,1992-06-18 00:00:00,4.5,24,99.7,99.3,100.0,100.0,52.3,44.2,100.0,99.6,99.4,98.3,100.0,91.0,100.0,99.5,100.0,100.0,19.6,11.5,Same As Expected,Same As Expected,1,1,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,15229,379,503,32.8367559,-87.8809945,54,63,71,49,77,65,71,24,172,109,57,70,4136,15229,63,1,60100
17092,MEDICAL CENTER HOME HEALTH,AL,CARROLLTON,35447,194 WILLIAM EAST HILL DRIVE,Government - State/ County,2053678111,Yes,Yes,Yes,Yes,No,Yes,1992-07-01 00:00:00,2.5,24,96.1,99.1,100.0,100.0,72.9,85.5,100.0,99.4,100.0,100.0,49.7,32.5,49.9,64.3,50.1,30.0,17.7,14.8,Same As Expected,Same As Expected,1,1,0.75,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,16407,275,317,33.2759732,-88.0912207,35,78,78,54,23,7,57,104,55,58,29,14,3542,16407,107,1,50300
17094,CHEROKEE HOME HEALTH,AL,CENTRE,35960,"704 CHEROKEE PLAZA, SUITE 9",Proprietary,2569271144,Yes,Yes,Yes,No,Yes,Yes,1992-08-13 00:00:00,3.0,24,95.0,96.8,99.7,93.9,51.2,70.9,100.0,100.0,98.4,99.7,71.0,55.7,74.9,65.7,39.9,45.8,15.0,9.1,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,24766,472,699,34.1610327,-85.6947333,61,92,108,129,45,37,28,161,152,124,60,174,4460,24766,19,1,956000
17095,ATHENS-LIMESTONE HOMECARE,AL,ATHENS,35611,"725 WEST MARKET STREET, SUITE A",Proprietary,2562339533,Yes,Yes,Yes,Yes,No,Yes,1992-08-12 00:00:00,5.0,24,98.5,100.0,99.9,99.3,80.7,85.7,99.7,99.9,99.5,99.9,83.1,74.4,86.6,82.4,76.4,72.5,17.3,11.3,Same As Expected,Same As Expected,1,1,4.0,0.0,1.0,4.5,1.25,3.5,9.5,0.0,0.5,25745,202,643,34.8034613,-86.9770424,7,12,69,35,9,70,30,36,148,76,92,261,2882,25745,83,1,20500
17100,MARION REGIONAL HOMECARE,AL,HAMILTON,35570,"234 1ST AVENUE SW, SUITE 2",Proprietary,2059210391,Yes,Yes,Yes,Yes,Yes,Yes,1992-10-29 00:00:00,3.5,23,96.1,97.3,100.0,94.9,66.5,81.1,99.6,98.4,98.9,100.0,74.2,69.0,78.7,64.1,63.4,62.8,14.8,16.6,Same As Expected,Same As Expected,1,1,0.0,0.0,0.25,1.25,1.5,2.5,3.0,0.25,1.0,19019,522,521,34.142067,-87.990251,110,128,81,107,58,38,64,135,86,96,74,66,5866,19019,93,1,964400
17101,HEALTH NOW HOME HEALTH,AL,YORK,36925,751 DERBY DRIVE,Proprietary,2053925263,Yes,No,No,No,No,Yes,1992-12-09 00:00:00,1.5,23,78.7,100.0,82.2,100.0,12.3,11.2,100.0,100.0,100.0,100.0,39.1,23.3,27.0,42.9,30.8,44.7,24.6,21.7,Same As Expected,Same As Expected,1,1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,14934,249,504,32.4917057,-88.2960195,13,34,120,25,18,39,13,40,168,95,70,118,4580,14934,119,1,11500
17102,ALABAMA HOMECARE,AL,EUTAW,35462,"607 WILSON AVENUE, SUITE 3",Non - Profit Other,2053723399,Yes,Yes,No,Yes,No,No,1992-12-17 00:00:00,3.5,23,95.1,99.3,100.0,100.0,53.3,44.2,100.0,100.0,100.0,99.3,70.4,76.9,73.9,80.7,72.2,66.9,22.2,20.5,Same As Expected,Same As Expected,1,1,1.0,0.0,0.25,0.75,0.25,0.25,0.75,0.0,0.25,15229,379,503,32.8448497,-87.8894396,54,63,71,49,77,65,71,24,172,109,57,70,4136,15229,63,1,60100
17103,BRYAN W. WHITFIELD MEMORIAL HOSPITAL HOME HEALTH,AL,DEMOPOLIS,36732,105 HIGHWAY 80 EAST,Government - Combination Government & Voluntary,3342890701,Yes,Yes,Yes,Yes,No,Yes,1992-12-23 00:00:00,2.5,23,88.8,99.4,100.0,100.0,46.2,42.7,100.0,100.0,99.2,93.2,66.3,50.4,64.0,59.0,66.2,53.9,15.6,7.8,Same As Expected,Same As Expected,1,1,2.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,33337,339,444,32.5037933,-87.8374673,57,48,67,115,24,28,56,53,119,119,55,42,4460,33337,91,1,973400
17109,NORTHWEST HOME HEALTH - HALEYVILLE,AL,HALEYVILLE,35565,42030 HIGHWAY 195 SUITE D,Proprietary,2054857341,Yes,Yes,Yes,No,No,Yes,1993-06-23 00:00:00,3.0,23,98.3,93.0,99.3,90.6,66.8,75.7,100.0,94.0,92.6,97.0,72.1,52.5,59.0,40.9,54.5,37.2,16.7,7.6,Same As Expected,Same As Expected,1,1,1.25,0.0,0.75,1.0,0.25,0.75,4.25,0.0,0.0,15098,336,485,34.241316,-87.5904504,10,96,79,119,25,7,49,165,92,120,11,48,4564,15098,133,1,965800
17112,JACKSON MEDICAL CENTER HOME HEALTH,AL,JACKSON,36545,3748N COLLEGE AVENUE,Proprietary,2512470424,Yes,Yes,No,No,No,Yes,1993-06-29 00:00:00,4.0,23,98.4,98.4,100.0,99.0,76.6,81.3,100.0,100.0,100.0,99.7,74.4,61.4,72.4,79.0,70.3,54.4,11.5,9.9,Same As Expected,Same As Expected,1,1,0.25,0.0,1.25,1.0,0.0,1.5,6.5,0.0,0.0,20736,267,394,31.5103169,-87.8916514,22,30,90,42,60,23,60,43,72,75,51,93,4006,20736,25,1,957902
17115,GADSDEN REGIONAL HOME HEALTH,AL,GADSDEN,35901,301 S 4TH STREET,Proprietary,2565382273,Yes,Yes,Yes,Yes,Yes,Yes,1993-07-27 00:00:00,3.5,23,95.4,96.6,99.8,99.2,44.6,59.0,99.8,99.6,100.0,98.7,75.7,64.3,77.3,75.2,83.1,61.1,19.2,9.4,Same As Expected,Same As Expected,1,1,0.0,0.5,1.5,1.0,1.0,2.0,4.0,0.5,0.5,18064,303,641,34.0012663,-86.111158,6,77,48,70,44,58,25,114,170,118,73,141,5276,18064,55,1,10200
17116,IVY CREEK HOME HEALTH OF ELMORE,AL,WETUMPKA,36092,500 HOSPITAL DRIVE,Proprietary,3345677710,Yes,Yes,Yes,Yes,No,Yes,1993-07-26 00:00:00,3.0,23,81.6,96.8,99.7,99.5,61.0,68.0,100.0,100.0,100.0,98.5,61.7,53.8,67.1,71.6,65.7,57.2,17.1,9.5,Same As Expected,Same As Expected,1,1,5.0,0.0,2.75,3.0,1.0,3.5,10.25,0.0,0.5,17884,454,420,32.5512273,-86.1901705,65,74,88,160,21,46,106,155,75,22,35,27,6951,17884,51,1,30600
